Dificulty,Category,Exercise,Visual Example
Beginner,Stretch,Posterior Tibialis Stretch,https://fitnessprogramer.com/wp-content/uploads/2022/02/Posterior-Tibialis-Stretch.gif
Intermediate,Barbell,Power Clean,https://fitnessprogramer.com/wp-content/uploads/2021/04/Power-Clean-.gif
Beginner,Bodyweight,Power Lunge,https://fitnessprogramer.com/wp-content/uploads/2023/09/power-lunge.gif
Beginner,Bodyweight,Power Skips,https://fitnessprogramer.com/wp-content/uploads/2021/09/Power-Skips.gif
Intermediate,Barbell,Power Snatch,https://fitnessprogramer.com/wp-content/uploads/2022/02/Barbell-Power-Snatch.gif
Beginner,Bodyweight,Prone Abdominal Hollowing,https://fitnessprogramer.com/wp-content/uploads/2022/08/Prone-Abdominal-Hollowing.png
Beginner,Bodyweight,Prone Cervical Extension,https://fitnessprogramer.com/wp-content/uploads/2022/02/Prone-Cervical-Extension.gif
Intermediate,Barbell,Prone Incline Barbell Curl,https://fitnessprogramer.com/wp-content/uploads/2021/04/Prone-Incline-Biceps-Curl.gif
Beginner,Bodyweight,Prone Incline Shrug,https://fitnessprogramer.com/wp-content/uploads/2021/04/Dumbbell-Decline-Shrug.gif
Beginner,Freeweight,Pull through With Resistance Band,https://fitnessprogramer.com/wp-content/uploads/2022/05/Pull-through-Hips.gif
Intermediate,Bodyweight,Pull-Up,https://fitnessprogramer.com/wp-content/uploads/2021/02/Pull-up.gif
Intermediate,Barbell,Push Press,https://fitnessprogramer.com/wp-content/uploads/2021/02/push-press-1.gif
Beginner,Machine,Push-down,https://fitnessprogramer.com/wp-content/uploads/2021/02/Pushdown.gif
Beginner,Bodyweight,Push-Up,https://fitnessprogramer.com/wp-content/uploads/2021/02/Push-Up.gif
Beginner,Bodyweight,Push-Up Plus,https://fitnessprogramer.com/wp-content/uploads/2021/06/Push-Up-Plus.gif
Beginner,Bodyweight,Push-Up to Renegade Row,https://fitnessprogramer.com/wp-content/uploads/2022/07/Push-Up-to-Renegade-Row.gif
Beginner,Bodyweight,Push-up Toe Touch,https://fitnessprogramer.com/wp-content/uploads/2022/02/Push-up-Toe-Touch.gif
Beginner,Bodyweight,Push-up With Push-up Bars,https://fitnessprogramer.com/wp-content/uploads/2021/10/Push-up-With-Push-up-Bars.gif
Beginner,Bodyweight,Push-up With Rotation,https://fitnessprogramer.com/wp-content/uploads/2023/01/push-up-with-rotation.gif
Beginner,Bodyweight,Quarter Sit-up,https://fitnessprogramer.com/wp-content/uploads/2021/05/Quarter-Sit-up.gif
Beginner,Barbell,Rack Pull,https://fitnessprogramer.com/wp-content/uploads/2023/08/barbell-rack-pull.gif
Beginner,Freeweight,Reaction Ball Throw,https://fitnessprogramer.com/wp-content/uploads/2023/08/Reaction-Ball-Throw-Agility-Ball-Drill-.gif
Beginner,Machine,Rear Delt Fly Machine,https://fitnessprogramer.com/wp-content/uploads/2021/02/Rear-Delt-Machine-Flys.gif
Beginner,Freeweight,Rear Drive With Resistance Band,https://fitnessprogramer.com/wp-content/uploads/2022/05/Rear-Drive.gif
Beginner,Freeweight,Resistance Band Alternating Chest Fly,https://fitnessprogramer.com/wp-content/uploads/2022/09/Resistance-Band-Alternating-Chest-Fly.gif
Beginner,Freeweight,Resistance Band Bent Over Rear Delt Fly,https://fitnessprogramer.com/wp-content/uploads/2023/01/Resistance-Band-Bent-Over-Rear-Delt-Fly.gif
Beginner,Freeweight,Resistance Band Bicycle Crunch,https://fitnessprogramer.com/wp-content/uploads/2022/01/Resistance-Band-Bicycle-Crunch.gif
Beginner,Freeweight,Resistance Band Hip Thrust,https://fitnessprogramer.com/wp-content/uploads/2022/09/Resistance-Band-Hip-Thrust.gif
Beginner,Freeweight,Resistance Band Hip Thrusts on Knees,https://fitnessprogramer.com/wp-content/uploads/2022/09/Resistance-Band-Hip-Thrusts-on-Knees.gif
Beginner,Freeweight,Resistance Band Lateral Walk,https://fitnessprogramer.com/wp-content/uploads/2022/02/Resistance-Band-Lateral-Walk.gif
Beginner,Freeweight,Resistance Band Overhead Squat,https://fitnessprogramer.com/wp-content/uploads/2023/01/Resistance-Band-Overhead-Squat.gif
Beginner,Freeweight,Resistance Band Pull Apart,https://fitnessprogramer.com/wp-content/uploads/2022/12/Resistance-Band-Pull-Apart.gif
Beginner,Freeweight,Resistance Band Reverse Hyperextension,https://fitnessprogramer.com/wp-content/uploads/2021/08/Resistance-Band-Reverse-Hyperextension.gif
Beginner,Freeweight,Resistance Band Seated Shoulder Press,https://fitnessprogramer.com/wp-content/uploads/2021/08/Resistance-Band-Seated-Shoulder-Press.gif
Beginner,Freeweight,Resistance Band Toe Touch,https://fitnessprogramer.com/wp-content/uploads/2021/08/Resistance-Band-Toe-Touch.gif
Beginner,Stretch,Reverse Chest Stretch,https://fitnessprogramer.com/wp-content/uploads/2022/11/Reverse-Chest-Stretch.gif
Beginner,Bodyweight,Reverse Crunch,https://fitnessprogramer.com/wp-content/uploads/2021/02/Reverse-Crunch-1.gif
Beginner,Bodyweight,Reverse Dips,https://fitnessprogramer.com/wp-content/uploads/2022/04/Reverse-Dips.gif
Intermediate,Barbell,Reverse Grip Barbell Row,https://fitnessprogramer.com/wp-content/uploads/2021/04/Reverse-Grip-Barbell-Row.gif
Beginner,Freeweight,Reverse Grip Dumbbell Bench Press,https://fitnessprogramer.com/wp-content/uploads/2021/06/Reverse-Grip-Dumbbell-Bench-Press.gif
Beginner,Freeweight,Reverse Grip EZ-Bar Curl,https://fitnessprogramer.com/wp-content/uploads/2021/08/Reverse-Grip-EZ-Bar-Curl.gif
Beginner,Freeweight,Reverse Grip Incline Dumbbell Press,https://fitnessprogramer.com/wp-content/uploads/2021/09/Reverse-Grip-Incline-Dumbbell-Press.gif
Beginner,Machine,Reverse Grip Machine Row,https://fitnessprogramer.com/wp-content/uploads/2021/08/Reverse-Grip-Machine-Row.gif
Beginner,Bodyweight,Reverse grip Pull-up,https://fitnessprogramer.com/wp-content/uploads/2021/04/Reverse-grip-Pull-up.gif
Beginner,Freeweight,Reverse Grip Pushdown,https://fitnessprogramer.com/wp-content/uploads/2021/06/Reverse-Grip-Pushdown.gif
Beginner,Machine,Reverse Hack Squat,https://fitnessprogramer.com/wp-content/uploads/2022/10/Reverse-Hack-Squat.gif
Beginner,Machine,Reverse Hyperextension Machine,https://fitnessprogramer.com/wp-content/uploads/2021/06/Reverse-Hyperextension-Machine.gif
Beginner,Machine,Reverse Lat-Pulldown,https://fitnessprogramer.com/wp-content/uploads/2021/04/Reverse-Lat-Pulldown.gif
Beginner,Bodyweight,Reverse Lunge,https://fitnessprogramer.com/wp-content/uploads/2022/08/bodyweight-reverse-lunge.gif
Beginner,Bodyweight,Reverse Lunge Knee Lift,https://fitnessprogramer.com/wp-content/uploads/2021/05/Reverse-Lunge-Knee.gif
Beginner,Bodyweight,Reverse Plank,https://fitnessprogramer.com/wp-content/uploads/2021/05/Reverse-plank.gif
Beginner,Bodyweight,Reverse Plank Kicks,https://fitnessprogramer.com/wp-content/uploads/2021/02/Reverse-Plank-Kicks.gif
Beginner,Bodyweight,Reverse Push-up,https://fitnessprogramer.com/wp-content/uploads/2021/09/Reverse-Push-up.gif
Beginner,Yoga,Reverse Warrior Pose (Viparita Virabhadrasana),https://fitnessprogramer.com/wp-content/uploads/2023/01/Reverse-Warrior-Viparita-Virabhadrasana.gif
Beginner,Freeweight,Reverse Wrist Curl,https://fitnessprogramer.com/wp-content/uploads/2021/02/Reverse-Wrist-Curl.gif
Beginner,Stretch,Reverse Wrist Stretch,https://fitnessprogramer.com/wp-content/uploads/2023/03/reverse-Wrist-Stretch.gif
Advanced,Bodyweight,Ring Dips,https://fitnessprogramer.com/wp-content/uploads/2022/07/Ring-Dips.gif
Beginner,Bodyweight,Ring Inverted Row,https://fitnessprogramer.com/wp-content/uploads/2022/01/Ring-Inverted-Row.gif
Beginner,Bodyweight,Rolling Like a Ball,https://fitnessprogramer.com/wp-content/uploads/2022/07/Rolling-Like-a-Ball-crab.gif
Intermediate,Barbell,Romanian Deadlift,https://fitnessprogramer.com/wp-content/uploads/2021/02/Barbell-Romanian-Deadlift.gif
Beginner,Freeweight,Rope Pushdown,https://fitnessprogramer.com/wp-content/uploads/2021/06/Rope-Pushdown.gif
Beginner,Machine,Rope Straight Arm Pulldown,https://fitnessprogramer.com/wp-content/uploads/2021/06/Rope-Straight-Arm-Pulldown.gif
Beginner,Stretch,Rotator Cuff Stretch,https://fitnessprogramer.com/wp-content/uploads/2022/02/Rotator-Cuff-Stretch.gif
Beginner,Machine,Rowing Machine,https://fitnessprogramer.com/wp-content/uploads/2021/06/Rowing-Machine.gif
Beginner,Bodyweight,Run in Place,https://fitnessprogramer.com/wp-content/uploads/2021/09/Run-in-Place-exercise.gif
Beginner,Bodyweight,Running,https://fitnessprogramer.com/wp-content/uploads/2021/07/Run.gif
Beginner,Bodyweight,Russian Twist,https://fitnessprogramer.com/wp-content/uploads/2021/02/Russian-Twist.gif
Beginner,Yoga,Saithalyasana (Animal Relaxation Pose),https://fitnessprogramer.com/wp-content/uploads/2022/05/Saithalyasana-Animal-Relaxation-Pose.png
Beginner,Yoga,Samakonasana | Straight Angle Pose,https://fitnessprogramer.com/wp-content/uploads/2022/05/Samakonasana-Straight-Angle-Pose.gif
Beginner,Bodyweight,Scapula Dips,https://fitnessprogramer.com/wp-content/uploads/2021/09/Scapula-Dips.gif
Beginner,Bodyweight,Scapula Pull-up,https://fitnessprogramer.com/wp-content/uploads/2022/01/Scapula-Pull-up.gif
Beginner,Bodyweight,Scapular Protraction and Retraction,https://fitnessprogramer.com/wp-content/uploads/2021/10/Scapular-Protraction-and-Retraction.gif
Beginner,Freeweight,Scott Press,https://fitnessprogramer.com/wp-content/uploads/2021/06/scott-press.gif
Beginner,Machine,Seated Ab Crunch Machine,https://fitnessprogramer.com/wp-content/uploads/2022/10/Seated-Ab-Crunch-Machine.gif
Beginner,Freeweight,Seated Alternating Dumbbell Curl,https://fitnessprogramer.com/wp-content/uploads/2022/06/Seated-dumbbell-alternating-curl.gif
Beginner,Bodyweight,Seated Back Extension,https://fitnessprogramer.com/wp-content/uploads/2021/06/seated-back-extension.gif
Beginner,Stretch,Seated Ballerina Exercise,https://fitnessprogramer.com/wp-content/uploads/2022/02/Seated-Ballerina.gif
Beginner,Freeweight,Seated Banded Leg Extension,https://fitnessprogramer.com/wp-content/uploads/2022/07/Seated-Banded-Leg-Extension.gif
Intermediate,Barbell,Seated Barbell Shoulder Press,https://fitnessprogramer.com/wp-content/uploads/2021/02/Barbell-Shoulder-Press.gif
Intermediate,Barbell,Seated Barbell Twist,https://fitnessprogramer.com/wp-content/uploads/2021/09/Barbell-Seated-Twist.gif
Intermediate,Barbell,Seated Behind Neck Press,https://fitnessprogramer.com/wp-content/uploads/2021/05/Seated-Behind-the-Neck-Press.gif
Beginner,Bodyweight,Seated Bench Leg Pull-in,https://fitnessprogramer.com/wp-content/uploads/2021/02/Seated-Bench-Leg-Pull-in.gif
Beginner,Freeweight,Seated Bicep Curl With Resistance Band,https://fitnessprogramer.com/wp-content/uploads/2022/06/Seated-Bicep-Curl-With-Resistance-Band.gif
Beginner,Freeweight,Seated Biceps Curl,https://fitnessprogramer.com/wp-content/uploads/2021/04/seated-biceps-curl.gif
Beginner,Machine,Seated Cable Chest Press,https://fitnessprogramer.com/wp-content/uploads/2022/02/Seated-Cable-Chest-Press.gif
Beginner,Machine,Seated Cable Close Grip Chest Press,https://fitnessprogramer.com/wp-content/uploads/2022/02/Seated-Cable-Close-Grip-Chest-Press.gif
Beginner,Machine,Seated Cable Rope Row,https://fitnessprogramer.com/wp-content/uploads/2021/06/Seated-Cable-Rope-Row.gif
Beginner,Machine,Seated Cable Row,https://fitnessprogramer.com/wp-content/uploads/2021/02/Seated-Cable-Row.gif
Beginner,Machine,Seated Cable Twist,https://fitnessprogramer.com/wp-content/uploads/2022/02/Seated-Cable-Twist.gif
Beginner,Machine,Seated Calf Press on Leg Press Machine,https://fitnessprogramer.com/wp-content/uploads/2022/02/Seated-Calf-Press-on-Leg-Press-Machine.gif
Beginner,Stretch,Seated Chest Stretch,https://fitnessprogramer.com/wp-content/uploads/2022/02/Seated-Chest-Stretch.gif
Beginner,Freeweight,Seated Close-Grip Concentration Curl,https://fitnessprogramer.com/wp-content/uploads/2021/04/Seated-close-grip-concentration-curl.gif
Beginner,Machine,Seated Crunch Machine,https://fitnessprogramer.com/wp-content/uploads/2021/09/Seated-Crunch-Machine.gif
Beginner,Freeweight,Seated Dumbbell Front Raise,https://fitnessprogramer.com/wp-content/uploads/2021/10/seated-dumbbell-front-raise.gif
Beginner,Freeweight,Seated Dumbbell Lateral Raise,https://fitnessprogramer.com/wp-content/uploads/2021/04/Seated-Dumbbell-Lateral-Raise.gif
Beginner,Freeweight,Seated Dumbbell Triceps Extension,https://fitnessprogramer.com/wp-content/uploads/2021/06/Seated-Dumbbell-Triceps-Extension.gif
Beginner,Freeweight,Seated EZ-Bar Overhead Triceps Extension,https://fitnessprogramer.com/wp-content/uploads/2021/06/Seated-EZ-Bar-Overhead-Triceps-Extension.gif
Beginner,Bodyweight,Seated Flutter Kick,https://fitnessprogramer.com/wp-content/uploads/2022/02/Seated-Flutter-Kick.gif
Beginner,Stretch,Seated Groin / Adductor Stretch,https://fitnessprogramer.com/wp-content/uploads/2021/05/Seated-Adductor-Groin-Stretch.gif
Beginner,Freeweight,Seated Hammer Curl,https://fitnessprogramer.com/wp-content/uploads/2021/04/Seated-Hammer-Curl.gif
Beginner,Stretch,Seated Hamstring Stretch,https://fitnessprogramer.com/wp-content/uploads/2021/05/Seated-Hamstring-Stretch.gif
Beginner,Freeweight,Seated Incline Dumbbell Curl,https://fitnessprogramer.com/wp-content/uploads/2021/02/Seated-Incline-Dumbbell-Curl.gif
Beginner,Freeweight,Seated Leg Extension with Resistance Band,https://fitnessprogramer.com/wp-content/uploads/2022/07/Seated-Leg-Extension-with-Resistance-Band.gif
Beginner,Bodyweight,Seated Oblique Twist,https://fitnessprogramer.com/wp-content/uploads/2021/06/Seated-Oblique-Twist.gif
Beginner,Freeweight,Seated One-Arm Dumbbell Triceps Extension,https://fitnessprogramer.com/wp-content/uploads/2021/06/Seated-One-Arm-Dumbbell-Triceps-Extension.gif
Beginner,Stretch,Seated Piriformis Stretch,https://fitnessprogramer.com/wp-content/uploads/2022/12/Seated-Piriformis-Stretch.gif
Beginner,Freeweight,Seated Rear Lateral Dumbbell Raise,https://fitnessprogramer.com/wp-content/uploads/2021/02/Seated-Rear-Lateral-Dumbbell-Raise.gif
Beginner,Machine,Seated Row Machine,https://fitnessprogramer.com/wp-content/uploads/2021/02/Seated-Row-Machine.gif
Beginner,Bodyweight,Seated Scapular Retraction Exercise,https://fitnessprogramer.com/wp-content/uploads/2022/02/Seated-Scapular-Retraction-Exercise.gif
Beginner,Bodyweight,Seated Side Crunch,https://fitnessprogramer.com/wp-content/uploads/2021/05/Seated-Side-Crunches.gif
Beginner,Stretch,Seated Straight Leg Calf Stretch,https://fitnessprogramer.com/wp-content/uploads/2022/02/Seated-Straight-Leg-Calf-Stretch.gif
Beginner,Stretch,Seated Toe Touches,https://fitnessprogramer.com/wp-content/uploads/2021/06/Seated-Toe-Touches.gif
Beginner,Machine,Seated Twist Machine,https://fitnessprogramer.com/wp-content/uploads/2021/10/Lever-Seated-Twist.gif
Beginner,Freeweight,Seated Twist With Resistance Band,https://fitnessprogramer.com/wp-content/uploads/2022/05/Seated-twist.gif
Beginner,Freeweight,Seated Zottman Curl,https://fitnessprogramer.com/wp-content/uploads/2023/10/Seated-Zottman-Curl.gif
Beginner,Stretch,Serratus Wall Slide With Foam Roller,https://fitnessprogramer.com/wp-content/uploads/2022/02/Serratus-Wall-Slide-With-Foam-Roller.gif
Beginner,Bodyweight,Shadow Boxing,https://fitnessprogramer.com/wp-content/uploads/2023/09/shadow-boxing-workout.gif
Beginner,Bodyweight,Short Stride Run,https://fitnessprogramer.com/wp-content/uploads/2021/09/Short-Stride-Run.gif
Beginner,Machine,Shotgun Row,https://fitnessprogramer.com/wp-content/uploads/2021/06/shotgun-row.gif
Beginner,Bodyweight,Shoulder External Rotation,https://fitnessprogramer.com/wp-content/uploads/2023/06/shoulder-external-rotation-stretch.gif
Beginner,Bodyweight,Shoulder Internal Rotation,https://fitnessprogramer.com/wp-content/uploads/2023/06/shoulder-internal-rotation-stretch.gif
Beginner,Stretch,Shoulder Pendulum,https://fitnessprogramer.com/wp-content/uploads/2023/02/pendulum.gif
Beginner,Stretch,Shoulder Stretch Behind The Back,https://fitnessprogramer.com/wp-content/uploads/2021/04/Shoulder-Stretch-Behind-Back.gif
Intermediate,Bodyweight,Shoulder Tap Push-up,https://fitnessprogramer.com/wp-content/uploads/2022/08/Shoulder-Tap-Push-up.gif
Beginner,Yoga,Shoulderstand | Salamba Sarvangasana,https://fitnessprogramer.com/wp-content/uploads/2022/05/Shoulder-Stand-Yoga-Pose.png
Beginner,Bodyweight,Shrimp Squat,https://fitnessprogramer.com/wp-content/uploads/2021/02/shrimp-squats.gif
Beginner,Bodyweight,Side Arm Raises,https://fitnessprogramer.com/wp-content/uploads/2021/02/arm-circles.gif
Beginner,Freeweight,Side Bend Press | Gymstick,https://fitnessprogramer.com/wp-content/uploads/2022/05/Side-Bend-Press.gif
Beginner,Freeweight,Side Bend With Resistance Band,https://fitnessprogramer.com/wp-content/uploads/2022/05/Side-bend.gif
Beginner,Bodyweight,Side Bent,https://fitnessprogramer.com/wp-content/uploads/2022/12/Side-Bent.gif
Beginner,Bodyweight,Side Bridge,https://fitnessprogramer.com/wp-content/uploads/2021/05/Side-Bridge.gif
Beginner,Bodyweight,Side Bridge Hip Abduction,https://fitnessprogramer.com/wp-content/uploads/2022/02/Side-Bridge-Hip-Abduction.gif
Beginner,Bodyweight,Side Hip Abduction,https://fitnessprogramer.com/wp-content/uploads/2022/06/Side-Hip-Abduction.gif
Beginner,Bodyweight,Side Lunge,https://fitnessprogramer.com/wp-content/uploads/2021/05/Side-Lunge-Stretch.gif
Beginner,Bodyweight,Side Lying Clam,https://fitnessprogramer.com/wp-content/uploads/2021/05/Side-Lying-Clam.gif
Beginner,Bodyweight,Side Lying Feet Raise,https://fitnessprogramer.com/wp-content/uploads/2022/06/Side-Lying-Feet-Raise.gif
Beginner,Bodyweight,Side Lying Hip Adduction,https://fitnessprogramer.com/wp-content/uploads/2022/06/Side-Lying-Hip-Adduction.gif
Beginner,Freeweight,Side Lying Rear Delt Dumbbell Raise,https://fitnessprogramer.com/wp-content/uploads/2021/09/Side-Lying-Rear-Delt-Dumbbell-Raise.gif
Beginner,Stretch,Side Neck Stretch,https://fitnessprogramer.com/wp-content/uploads/2021/06/Side-Neck-Stretch.gif
Beginner,Bodyweight,Side Plank,https://fitnessprogramer.com/wp-content/uploads/2021/02/Side-Plank-1.png
Beginner,Bodyweight,Side Plank Hip Adduction,https://fitnessprogramer.com/wp-content/uploads/2025/03/Side-Plank-Hip-Adduction-Copenhagen-adduction.gif
Beginner,Bodyweight,Side Plank Knee to Elbow,https://fitnessprogramer.com/wp-content/uploads/2022/10/Side-Plank-Knee-to-Elbow-.gif
Beginner,Bodyweight,Side Plank Leg Raises,https://fitnessprogramer.com/wp-content/uploads/2021/02/Side-Plank-Leg-Raises.gif
Beginner,Bodyweight,Side Plank Oblique Crunch,https://fitnessprogramer.com/wp-content/uploads/2022/11/Side-Plank-Oblique-Crunch.gif
Beginner,Bodyweight,Side Plank Rotation,https://fitnessprogramer.com/wp-content/uploads/2023/01/Side-Plank-Rotation.gif
Beginner,Stretch,Side Push Neck Stretch,https://fitnessprogramer.com/wp-content/uploads/2021/06/Side-Push-Neck-Stretch.gif
Beginner,Bodyweight,Side Shuttle,https://fitnessprogramer.com/wp-content/uploads/2021/09/Side-Shuttle.gif
Beginner,Freeweight,Single Arm Arnold Press,https://fitnessprogramer.com/wp-content/uploads/2022/12/Single-Arm-Arnold-Press.gif
Beginner,Machine,Single Arm Cable Preacher Curl,https://fitnessprogramer.com/wp-content/uploads/2021/04/cable-preacher-curls.gif
Beginner,Bodyweight,Single Arm Circles,https://fitnessprogramer.com/wp-content/uploads/2022/04/Single-Arm-Circles.gif
Intermediate,Bodyweight,Single Arm Raise Push-up,https://fitnessprogramer.com/wp-content/uploads/2022/08/Single-Arm-Raise-Push-up.gif
Beginner,Machine,Single Arm Reverse Grip Cable Bicep Curl,https://fitnessprogramer.com/wp-content/uploads/2022/06/Single-Arm-Reverse-Grip-Cable-Bicep-Curl.gif
Beginner,Machine,Single Arm Twisting Seated Cable Row,https://fitnessprogramer.com/wp-content/uploads/2022/02/Single-Arm-Twisting-Seated-Cable-Row.gif
Beginner,Freeweight,Single Arm Upright Row | Gymstick,https://fitnessprogramer.com/wp-content/uploads/2022/05/Standing-Single-Arm-Upright-Row.gif
Beginner,Machine,Single Calf Raise on Leg Press Machine,https://fitnessprogramer.com/wp-content/uploads/2022/02/Single-Calf-Raise-on-Leg-Press-Machine.gif
Beginner,Freeweight,Single Dumbbell Close-grip Press,https://fitnessprogramer.com/wp-content/uploads/2021/10/Single-Dumbbell-Close-grip-Press.gif
Beginner,Freeweight,Single Dumbbell Spider Hammer Curl,https://fitnessprogramer.com/wp-content/uploads/2022/02/Single-Dumbbell-Spider-Hammer-Curl.gif
Beginner,Stretch,Single Heel Drop Calf Stretch,https://fitnessprogramer.com/wp-content/uploads/2022/02/Single-Heel-Drop-Calf-Stretch.gif
Beginner,Bodyweight,Single Knee To Chest,https://fitnessprogramer.com/wp-content/uploads/2022/10/Single-Knee-To-Chest-Stretch.gif
Intermediate,Bodyweight,Single Leg Box Jump,https://fitnessprogramer.com/wp-content/uploads/2023/02/Single-Leg-Box-Jump.gif
Beginner,Bodyweight,Single Leg Bridge,https://fitnessprogramer.com/wp-content/uploads/2021/06/Single-Leg-Bridge.gif
Beginner,Bodyweight,Single Leg Broad Jump,https://fitnessprogramer.com/wp-content/uploads/2021/05/Single-Leg-Broad-Jump.gif
Beginner,Bodyweight,Single Leg Calf Raise,https://fitnessprogramer.com/wp-content/uploads/2021/06/Single-Leg-Calf-Raises.gif
Beginner,Stretch,Single Leg Calves Stretch,https://fitnessprogramer.com/wp-content/uploads/2022/02/Single-Leg-Calves-Stretch.gif
Beginner,Bodyweight,Single Leg Donkey Calf Raise,https://fitnessprogramer.com/wp-content/uploads/2022/10/Single-Leg-Donkey-Calf-Raise.gif
Beginner,Machine,Single Leg Extension,https://fitnessprogramer.com/wp-content/uploads/2022/07/Single-Leg-Extension.gif
Intermediate,Bodyweight,Single Leg Hip Thrust Jump,https://fitnessprogramer.com/wp-content/uploads/2022/02/Single-Leg-Hip-Thrust-Jump.gif
Beginner,Machine,Single Leg Press,https://fitnessprogramer.com/wp-content/uploads/2022/04/Single-Leg-Press.gif
Beginner,Freeweight,Single Leg Reverse Hyperextension | Gymstick,https://fitnessprogramer.com/wp-content/uploads/2022/05/Single-Leg-Reverse-Hyperextension.gif
Beginner,Bodyweight,Single Leg Step Down,https://fitnessprogramer.com/wp-content/uploads/2021/10/Single-Leg-Step-Down.gif
Beginner,Freeweight,Single Stiff Leg Deadlift With Resistance Band,https://fitnessprogramer.com/wp-content/uploads/2022/05/Single-stiff-leg-deadlift.gif
Beginner,Machine,Single-Arm Cable Crossover,https://fitnessprogramer.com/wp-content/uploads/2021/10/Single-Arm-Cable-Crossover.gif
Beginner,Bodyweight,Single-Arm Medicine Ball Push-Up,https://fitnessprogramer.com/wp-content/uploads/2021/08/Push-Up-Medicine-Ball.gif
Beginner,Bodyweight,Single-Arm Push-up,https://fitnessprogramer.com/wp-content/uploads/2021/09/Single-Arm-Push-up.gif
Elite,Bodyweight,Single-Arm Push-Up on a Medicine Ball,https://fitnessprogramer.com/wp-content/uploads/2022/08/Single-Arm-Push-Up-on-Medicine-Ball.gif
Beginner,Freeweight,Single-Leg Dumbbell Hip Thrust,https://fitnessprogramer.com/wp-content/uploads/2025/03/Single-Leg-Dumbbell-Hip-Thrust.gif
Beginner,Bodyweight,Sissy Squat,https://fitnessprogramer.com/wp-content/uploads/2022/10/sissy-squat.gif
Beginner,Stretch,Sitting Rotation Hip Stretch,https://fitnessprogramer.com/wp-content/uploads/2022/07/Sitting-Rotation-Hip-Stretch.gif
Beginner,Stretch,Sitting Wide Leg Adductor Stretch,https://fitnessprogramer.com/wp-content/uploads/2022/06/Sitting-Wide-Leg-Adductor-Stretch.gif
Beginner,Bodyweight,Sit-ups,https://fitnessprogramer.com/wp-content/uploads/2021/02/Sit-ups.gif
Beginner,Bodyweight,Skater,https://fitnessprogramer.com/wp-content/uploads/2021/02/Skater.gif
Beginner,Bodyweight,Skater Squat,https://fitnessprogramer.com/wp-content/uploads/2022/07/Skater-Squat.gif
Beginner,Machine,Ski Ergometer,https://fitnessprogramer.com/wp-content/uploads/2022/02/Ski-Ergometer.gif
Beginner,Bodyweight,Ski Step,https://fitnessprogramer.com/wp-content/uploads/2022/04/Ski-Step.gif
Beginner,Freeweight,Skier | Gymstick,https://fitnessprogramer.com/wp-content/uploads/2022/05/Skier-Gymstick.gif
Beginner,Machine,Smith Machine Behind Neck Press,https://fitnessprogramer.com/wp-content/uploads/2021/06/Smith-Machine-Behind-Neck-Press.gif
Beginner,Machine,Smith Machine Bench Press,https://fitnessprogramer.com/wp-content/uploads/2021/06/Smith-Machine-Bench-Press.gif
Beginner,Machine,Smith Machine Bent Over Row,https://fitnessprogramer.com/wp-content/uploads/2021/06/Smith-Machine-Bent-Over-Row.gif
Beginner,Machine,Smith Machine Decline Bench Press,https://fitnessprogramer.com/wp-content/uploads/2021/06/Smith-Machine-Decline-Bench-Press.gif
Beginner,Machine,Smith Machine Good Morning,https://fitnessprogramer.com/wp-content/uploads/2021/06/Smith-Machine-Good-Morning.gif
Beginner,Machine,Smith Machine Hex Press,https://fitnessprogramer.com/wp-content/uploads/2021/09/Smith-Machine-Hex-Press.gif
Beginner,Machine,Smith Machine Hip Thrust,https://fitnessprogramer.com/wp-content/uploads/2022/09/Smith-Machine-Hip-Thrust.gif
Beginner,Machine,Smith Machine Incline Bench Press,https://fitnessprogramer.com/wp-content/uploads/2021/06/Smith-Machine-Incline-Bench-Press.gif
Beginner,Machine,Smith Machine Leg Press,https://fitnessprogramer.com/wp-content/uploads/2022/07/Smith-Machine-Leg-Press.gif
Beginner,Machine,Smith Machine Lunge,https://fitnessprogramer.com/wp-content/uploads/2022/07/Smith-Machine-Lunge.gif
Beginner,Machine,Smith Machine Reverse Kickback,https://fitnessprogramer.com/wp-content/uploads/2021/06/Smith-Machine-Reverse-Kickback.gif
Beginner,Machine,Smith Machine Shoulder Press,https://fitnessprogramer.com/wp-content/uploads/2021/02/Smith-Machine-Shoulder-Press.gif
Beginner,Machine,Smith Machine Shrug,https://fitnessprogramer.com/wp-content/uploads/2021/10/smith-machine-shrug.gif
Beginner,Machine,Smith Machine Squat,https://fitnessprogramer.com/wp-content/uploads/2024/10/smith-machine-squat.gif
Beginner,Bodyweight,Snap Jumps,https://fitnessprogramer.com/wp-content/uploads/2021/02/SNAP-JUMPS.gif
Beginner,Stretch,Sphinx Stretch,https://fitnessprogramer.com/wp-content/uploads/2021/05/Sphinx-Stretch.gif
Beginner,Bodyweight,Spider Plank,https://fitnessprogramer.com/wp-content/uploads/2021/05/Spider-Plank.gif
Beginner,Bodyweight,Split Jacks,https://fitnessprogramer.com/wp-content/uploads/2021/09/Split-Jacks.gif
Beginner,Bodyweight,Split Jump Squat,https://fitnessprogramer.com/wp-content/uploads/2021/05/Split-Squat.gif
Beginner,Freeweight,Split Squat | Gymstick,https://fitnessprogramer.com/wp-content/uploads/2022/05/Split-Squat-Gymstick.gif
